codigo,descripcion,url
N64.2,Atrophy of breast,https://www.healthline.com/health/aging-changes-in-the-breast
N64.3,Galactorrhoea not associated with childbirth,https://www.mayoclinic.org/diseases-conditions/galactorrhea/symptoms-causes/syc-20350431
N64.4,Mastodynia,https://www.breastcancer.org/symptoms/benign/mastalgia
N64.5,Other signs and symptoms in breast,https://www.cdc.gov/cancer/breast/basic_info/symptoms.htm
N64.8,Other specified disorders of breast,https://my.clevelandclinic.org/health/articles/6270-benign-breast-disease
N64.9,"Disorder of breast, unspecified",https://www.icd10data.com/ICD10CM/Codes/N00-N99/N60-N65/N64-/N64.9
N70,Salpingitis and oophoritis,https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/salpingitis
N70.0,Acute salpingitis and oophoritis,https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/salpingitis
N70.1,Chronic salpingitis and oophoritis,https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/salpingitis
N70.9,"Salpingitis and oophoritis, unspecified",https://www.healthline.com/health/womens-health/salpingitis
N71,"Inflammatory disease of uterus, except cervix",https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594
N71.0,Acute inflammatory disease of uterus,https://www.cdc.gov/std/pid/stdfact-pid.htm
N71.1,Chronic inflammatory disease of uterus,https://www.cdc.gov/std/pid/stdfact-pid.htm
N71.9,"Inflammatory disease of uterus, unspecified",https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594
N72,Inflammatory disease of cervix uteri,https://www.mayoclinic.org/diseases-conditions/cervicitis/symptoms-causes/syc-20370814
N73,Other female pelvic inflammatory diseases,https://www.cdc.gov/std/pid/stdfact-pid.htm
N73.0,Acute parametritis and pelvic cellulitis,http://medbox.iiab.me/kiwix/wikipedia_en_medicine_2019-12/A/Parametritis
N73.1,Chronic parametritis and pelvic cellulitis,http://medbox.iiab.me/kiwix/wikipedia_en_medicine_2019-12/A/Parametritis
N73.2,Unspecified parametritis and pelvic cellulitis,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N70-N77/N73-/N73.0
N73.3,Female acute pelvic peritonitis,https://www.mayoclinic.org/diseases-conditions/peritonitis/symptoms-causes/syc-20376247
N73.4,Female chronic pelvic peritonitis,https://www.mayoclinic.org/diseases-conditions/peritonitis/symptoms-causes/syc-20376247
N73.5,"Female pelvic peritonitis, unspecified",https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594
N73.6,Female pelvic peritoneal adhesions,https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/adhesions
N73.8,Other specified female pelvic inflammatory diseases,https://www.cdc.gov/std/pid/stdfact-pid.htm
N73.9,"Female pelvic inflammatory disease, unspecified",https://www.cdc.gov/std/pid/stdfact-pid.htm
N74,Female pelvic inflammatory disorders in diseases classified elsewhere,https://icd.who.int/browse10/2019/en#/N73.3
N74.0,Tuberculous infection of cervix uteri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4921606/
N74.1,Female tuberculous pelvic inflammatory disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5663156/
N74.2,Female syphilitic pelvic inflammatory disease,https://www.cdc.gov/std/pid/stdfact-pid.htm
N74.3,Female gonococcal pelvic inflammatory disease,https://my.clevelandclinic.org/health/diseases/9129-pelvic-inflammatory-disease-pid
N74.4,Female chlamydial pelvic inflammatory disease,https://www.cdc.gov/std/pid/stdfact-pid.htm
N74.8,Female pelvic inflammatory disorders in other diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N70-N77/N74-/N74
N75,Diseases of Bartholin gland,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst
N75.0,Cyst of Bartholin gland,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst
N75.1,Abscess of Bartholin gland,https://www.healthline.com/health/bartholins-abscess
N75.8,Other diseases of Bartholin gland,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst
N75.9,"Disease of Bartholin gland, unspecified",https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst
N76,Other inflammation of vagina and vulva,https://www.healthline.com/health/womens-health/swollen-vulva
N76.0,Acute vaginitis,https://www.mayoclinic.org/diseases-conditions/vaginitis/symptoms-causes/syc-20354707
N76.1,Subacute and chronic vaginitis,https://www.mayoclinic.org/diseases-conditions/vaginitis/symptoms-causes/syc-20354707
N76.2,Acute vulvitis,https://www.hopkinsmedicine.org/health/conditions-and-diseases/vulvitis
N76.3,Subacute and chronic vulvitis,https://www.hopkinsmedicine.org/health/conditions-and-diseases/vulvitis
N76.4,Abscess of vulva,https://www.medicalnewstoday.com/articles/322390
N76.5,Ulceration of vagina,https://www.healthline.com/health/womens-health/ulcers-vulva
N76.6,Ulceration of vulva,https://www.healthline.com/health/womens-health/ulcers-vulva
N76.8,Other specified inflammation of vagina and vulva,https://www.medicalnewstoday.com/articles/175101
N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,https://icd.who.int/browse10/2019/en#/N77.1
N77.0,Ulceration of vulva in infectious and parasitic diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N70-N77/N77-/N77.0
N77.1,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",https://www.icd10data.com/ICD10CM/Codes/N00-N99/N70-N77/N77-/N77.1
N77.8,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere,https://icd.who.int/browse10/2019/en#/N77.1
N80,Endometriosis,https://www.hopkinsmedicine.org/health/conditions-and-diseases/endometriosis
N80.0,Endometriosis of uterus,https://www.hopkinsmedicine.org/health/conditions-and-diseases/endometriosis
N80.1,Endometriosis of ovary,https://www.hopkinsmedicine.org/health/conditions-and-diseases/endometriosis
N80.2,Endometriosis of fallopian tube,https://www.webmd.com/women/endometriosis/endometriosis-and-fallopian-tube-problems
N80.3,Endometriosis of pelvic peritoneum,https://www.hopkinsmedicine.org/health/conditions-and-diseases/endometriosis
N80.4,Endometriosis of rectovaginal septum and vagina,https://www.medicalnewstoday.com/articles/323993
N80.5,Endometriosis of intestine,https://www.webmd.com/women/endometriosis/bowel-endometriosis
N80.6,Endometriosis in cutaneous scar,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5849346/
N80.8,Other endometriosis,https://www.hopkinsmedicine.org/health/conditions-and-diseases/endometriosis
N80.9,"Endometriosis, unspecified",https://www.mayoclinic.org/diseases-conditions/endometriosis/symptoms-causes/syc-20354656
N81,Female genital prolapse,https://my.clevelandclinic.org/health/diseases/17597-vaginal-prolapse
N81.0,Female urethrocele,https://www.healthline.com/health/urethral-prolapse
N81.1,Cystocele,https://www.niddk.nih.gov/health-information/urologic-diseases/cystocele
N81.2,Incomplete uterovaginal prolapse,https://www.mayoclinic.org/diseases-conditions/uterine-prolapse/symptoms-causes/syc-20353458
N81.3,Complete uterovaginal prolapse,https://www.nhs.uk/conditions/pelvic-organ-prolapse/
N81.4,"Uterovaginal prolapse, unspecified",https://www.mayoclinic.org/diseases-conditions/uterine-prolapse/symptoms-causes/syc-20353458
N81.5,Vaginal enterocele,https://my.clevelandclinic.org/health/diseases/16966-enterocele
N81.6,Rectocele,https://www.hopkinsmedicine.org/health/conditions-and-diseases/rectocele
N81.8,Other female genital prolapse,https://my.clevelandclinic.org/health/diseases/17597-vaginal-prolapse
N81.9,"Female genital prolapse, unspecified",https://my.clevelandclinic.org/health/diseases/17597-vaginal-prolapse
N82,Fistulae involving female genital tract,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.0,Vesicovaginal fistula,https://www.webmd.com/women/guide/what-is-a-vaginal-fistula
N82.1,Other female urinary-genital tract fistulae,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.2,Fistula of vagina to small intestine,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.3,Fistula of vagina to large intestine,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.4,Other female intestinal-genital tract fistulae,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.5,Female genital tract-skin fistulae,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.8,Other female genital tract fistulae,https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N82.9,"Female genital tract fistula, unspecified",https://my.clevelandclinic.org/health/diseases/22079-vaginal-fistula
N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",https://www.lvhn.org/conditions/noninflammatory-disorders-ovary-fallopian-tube-and-broad-ligament/doctors
N83.0,Follicular cyst of ovary,https://www.nhs.uk/conditions/ovarian-cyst/
N83.1,Corpus luteum cyst,https://www.samvankirk.com/blog/all-about-corpus-luteum-cysts
N83.2,Other and unspecified ovarian cysts,https://www.nhs.uk/conditions/ovarian-cyst/
N83.3,Acquired atrophy of ovary and fallopian tube,https://www.mypathologyreport.ca/ovary-atrophy/
N83.4,Prolapse and hernia of ovary and fallopian tube,https://pubmed.ncbi.nlm.nih.gov/28681369/
N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube",https://www.yalemedicine.org/conditions/ovarian-torsion
N83.6,Haematosalpinx,https://fertilitypedia.org/edu/diagnoses/hematosalpinx
N83.7,Haematoma of broad ligament,https://link.springer.com/chapter/10.1007/978-981-10-4953-8_41
N83.8,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",https://www.lvhn.org/conditions/noninflammatory-disorders-ovary-fallopian-tube-and-broad-ligament/doctors
N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",http://cdek.wustl.edu/icd10/N83/
N84,Polyp of female genital tract,https://www.mayoclinic.org/diseases-conditions/uterine-polyps/symptoms-causes/syc-20378709
N84.0,Polyp of corpus uteri,https://my.clevelandclinic.org/health/diseases/14683-uterine-polyps
N84.1,Polyp of cervix uteri,https://www.healthnavigator.org.nz/health-a-z/c/cervical-polyps/
N84.2,Polyp of vagina,https://www.healthnavigator.org.nz/health-a-z/c/cervical-polyps/
N84.3,Polyp of vulva,https://www.medicalnewstoday.com/articles/322437
N84.8,Polyp of other parts of female genital tract,https://www.webmd.com/women/guide/cervical-polyps
N84.9,"Polyp of female genital tract, unspecified",https://www.mayoclinic.org/diseases-conditions/uterine-polyps/symptoms-causes/syc-20378709
N85,"Other noninflammatory disorders of uterus, except cervix",http://cdek.wustl.edu/icd10/N85/
N85.0,Endometrial glandular hyperplasia,https://my.clevelandclinic.org/health/diseases/16569-atypical-endometrial-hyperplasia
N85.1,Endometrial adenomatous hyperplasia,https://familydoctor.org/condition/endometrial-hyperplasia/
N85.2,Hypertrophy of uterus,https://my.clevelandclinic.org/health/diseases/16569-atypical-endometrial-hyperplasia
N85.3,Subinvolution of uterus,https://en.wikipedia.org/wiki/Subinvolution
N85.4,Malposition of uterus,https://emedicine.medscape.com/article/272497-overview
N85.5,Inversion of uterus,https://en.wikipedia.org/wiki/Uterine_inversion
N85.6,Intrauterine synechiae,https://www.ingenes.com/international/are-you-a-candidate/female-infertility-causes/uterine-synechiae/
N85.7,Haematometra,https://medcraveonline.com/OGIJ/hematometra-and-hematocolpos-secondary-to-cervical-canal-occlusion-a-case-report-and-review-of-literature.html
N85.8,Other specified noninflammatory disorders of uterus,https://icd.who.int/browse10/2019/en#/N80-N98
N85.9,"Noninflammatory disorder of uterus, unspecified",https://www.centralbiohub.com/patient-samples/digestive-genitourinary-disorders-samples/noninflammatory-disorders-of-female-genital-tract/
N86,Erosion and ectropion of cervix uteri,https://www.medicinenet.com/what_causes_cervical_ectropion/article.htm
N87,Dysplasia of cervix uteri,https://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments
N87.0,Mild cervical dysplasia,https://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments
N87.1,Moderate cervical dysplasia,https://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments
N87.2,"Severe cervical dysplasia, not elsewhere classified",https://my.clevelandclinic.org/health/diseases/15678-cervical-intraepithelial-neoplasia-cin
N87.9,"Dysplasia of cervix uteri, unspecified",https://www.healthline.com/health/cervical-dysplasia
N88,Other noninflammatory disorders of cervix uteri,https://medlineplus.gov/cervixdisorders.html
N88.0,Leukoplakia of cervix uteri,https://screening.iarc.fr/atlascolpodetail.php?Index=38&e=
N88.1,Old laceration of cervix uteri,https://www.jstor.org/stable/25258264
N88.2,Stricture and stenosis of cervix uteri,https://www.draliabadi.com/gynecology/cervical-conditions/stenosis/
N88.3,Incompetence of cervix uteri,https://www.webmd.com/women/what-is-incompetent-cervix
N88.4,Hypertrophic elongation of cervix uteri,https://pubmed.ncbi.nlm.nih.gov/20333504/
N88.8,Other specified noninflammatory disorders of cervix uteri,https://icd.who.int/browse10/2015/en#N85.7
N88.9,"Noninflammatory disorder of cervix uteri, unspecified",https://medlineplus.gov/cervixdisorders.html
N89,Other noninflammatory disorders of vagina,https://www.ncbi.nlm.nih.gov/medgen/510269
N89.0,Mild vaginal dysplasia,https://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments
N89.1,Moderate vaginal dysplasia,https://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments
N89.2,"Severe vaginal dysplasia, not elsewhere classified",https://www.medicinenet.com/cervical_dysplasia/article.htm
N89.3,"Dysplasia of vagina, unspecified",https://www.cancer.columbia.edu/cancer-types-care/types/vaginal-cancer/vaginal-dysplasia
N89.4,Leukoplakia of vagina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7573333/
N89.5,Stricture and atresia of vagina,https://en.wikipedia.org/wiki/Vaginal_atresia
N89.6,Tight hymenal ring,https://www.healthline.com/health/womens-health/imperforate-hymen
N89.7,Haematocolpos,https://es.wikipedia.org/wiki/Hematocolpos
N89.8,Other specified noninflammatory disorders of vagina,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N89-/N89.8
N89.9,"Noninflammatory disorder of vagina, unspecified",https://www.tabletwise.net/health/noninflammatory-disorder-of-vagina
N90,Other noninflammatory disorders of vulva and perineum,https://medlineplus.gov/vulvardisorders.html
N90.0,Mild vulvar dysplasia,https://www.cancer.columbia.edu/cancer-types-care/types/vulvar-cancer/vulvar-dysplasia
N90.1,Moderate vulvar dysplasia,https://www.cancer.columbia.edu/cancer-types-care/types/vulvar-cancer/vulvar-dysplasia
N90.2,"Severe vulvar dysplasia, not elsewhere classified",https://www.cancer.columbia.edu/cancer-types-care/types/vulvar-cancer/vulvar-dysplasia
N90.3,"Dysplasia of vulva, unspecified",https://www.cancer.columbia.edu/cancer-types-care/types/vulvar-cancer/vulvar-dysplasia
N90.4,Leukoplakia of vulva,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7573333/
N90.5,Atrophy of vulva,https://my.clevelandclinic.org/health/diseases/15500-vaginal-atrophy
N90.6,Hypertrophy of vulva,https://www.healthline.com/health/womens-health/labial-hypertrophy
N90.7,Vulvar cyst,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst
N90.8,Other specified noninflammatory disorders of vulva and perineum,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N90-/N90.89
N90.9,"Noninflammatory disorder of vulva and perineum, unspecified",https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N90-/N90.9
N91,"Absent, scanty and rare menstruation",https://www.mfine.co/gynecologists/conditions/absent-scanty-or-rare-menstruation/
N91.0,Primary amenorrhoea,https://familydoctor.org/condition/amenorrhea/
N91.1,Secondary amenorrhoea,https://www.healthline.com/health/secondary-amenorrhea
N91.2,"Amenorrhoea, unspecified",https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299
N91.3,Primary oligomenorrhoea,http://www.healthofchildren.com/N-O/Oligomenorrhea.html
N91.4,Secondary oligomenorrhoea,http://www.healthofchildren.com/N-O/Oligomenorrhea.html
N91.5,"Oligomenorrhoea, unspecified",https://www.verywellhealth.com/an-overview-of-oligomenorrhea-4584379
N92,"Excessive, frequent and irregular menstruation",https://www.healthline.com/health/menstrual-periods-heavy-prolonged-or-irregular
N92.0,Excessive and frequent menstruation with regular cycle,https://www.healthline.com/health/menstrual-periods-heavy-prolonged-or-irregular
N92.1,Excessive and frequent menstruation with irregular cycle,https://my.clevelandclinic.org/health/diseases/14633-abnormal-menstruation-periods
N92.2,Excessive menstruation at puberty,https://en.wikipedia.org/wiki/Puberty_menorrhagia
N92.3,Ovulation bleeding,https://www.healthline.com/health/pregnancy/ovulation-bleeding
N92.4,Excessive bleeding in the premenopausal period,https://www.healthline.com/health/menopause/perimenopause-periods
N92.5,Other specified irregular menstruation,https://my.clevelandclinic.org/health/diseases/14633-abnormal-menstruation-periods
N92.6,"Irregular menstruation, unspecified",https://www.medicalnewstoday.com/articles/178635
N93,Other abnormal uterine and vaginal bleeding,https://www.dignityhealth.org/conditions-and-treatments/womens-services/gynecology/abnormal-uterine-bleeding
N93.0,Postcoital and contact bleeding,https://www.nhs.uk/common-health-questions/womens-health/what-causes-a-woman-to-bleed-after-sex/
N93.8,Other specified abnormal uterine and vaginal bleeding,https://my.clevelandclinic.org/health/diseases/15428-uterine-bleeding-abnormal-uterine-bleeding
N93.9,"Abnormal uterine and vaginal bleeding, unspecified",https://www.dignityhealth.org/conditions-and-treatments/womens-services/gynecology/abnormal-uterine-bleeding
N94,Pain and other conditions associated with female genital organs and menstrual cycle,http://cdek.wustl.edu/icd10/N94/
N94.0,Mittelschmerz,https://my.clevelandclinic.org/health/diseases/9134-ovulation-pain-mittelschmerz
N94.1,Dyspareunia,https://www.mayoclinic.org/diseases-conditions/painful-intercourse/symptoms-causes/syc-20375967
N94.2,Vaginismus,https://my.clevelandclinic.org/health/diseases/15723-vaginismus
N94.3,Premenstrual tension syndrome,https://www.nhs.uk/conditions/pre-menstrual-syndrome/
N94.4,Primary dysmenorrhoea,https://www.hopkinsmedicine.org/health/conditions-and-diseases/dysmenorrhea
N94.5,Secondary dysmenorrhoea,https://www.aafp.org/afp/2014/0301/p341.html
N94.6,"Dysmenorrhoea, unspecified",https://en.wikipedia.org/wiki/Dysmenorrhea
N94.8,Other specified conditions associated with female genital organs and menstrual cycle,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N94-/N94.89
N94.9,Unspecified condition associated with female genital organs and menstrual cycle,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N94-/N94.9
N95,Menopausal and other perimenopausal disorders,https://www.mayoclinic.org/diseases-conditions/menopause/symptoms-causes/syc-20353397
N95.0,Postmenopausal bleeding,https://www.healthline.com/health/postmenopausal-bleeding
N95.1,Menopausal and female climacteric states,https://www.mayoclinic.org/diseases-conditions/menopause/symptoms-causes/syc-20353397
N95.2,Postmenopausal atrophic vaginitis,https://www.healthline.com/health/atrophic-vaginitis
N95.3,States associated with artificial menopause,https://www.fortherecordmag.com/archives/102510p28.shtml
N95.8,Other specified menopausal and perimenopausal disorders,https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N95-/N95.8
N95.9,"Menopausal and perimenopausal disorder, unspecified",https://www.icd10data.com/ICD10CM/Codes/N00-N99/N80-N98/N95-/N95.9
N96,Habitual aborter,https://www.mayoclinic.org/diseases-conditions/pregnancy-loss-miscarriage/symptoms-causes/syc-20354298
N97,Female infertility,https://www.webmd.com/infertility-and-reproduction/guide/understanding-infertility-symptoms
N97.0,Female infertility associated with anovulation,https://www.mayoclinic.org/diseases-conditions/female-infertility/symptoms-causes/syc-20354308
N97.1,Female infertility of tubal origin,https://www.mayoclinic.org/diseases-conditions/female-infertility/symptoms-causes/syc-20354308
N97.2,Female infertility of uterine origin,https://www.mayoclinic.org/diseases-conditions/female-infertility/symptoms-causes/syc-20354308
N97.3,Female infertility of cervical origin,https://www.mayoclinic.org/diseases-conditions/female-infertility/symptoms-causes/syc-20354308
N97.4,Female infertility associated with male factors,https://www.medicalnewstoday.com/articles/323401
