codigo,descripcion,url
E75.0,GM 2 gangliosidosis,https://www.childrenshospital.org/conditions-and-treatments/conditions/g/gm2-gangliosidosis
E75.1,Other gangliosidosis,https://www.childrenshospital.org/conditions-and-treatments/conditions/g/gm1-gangliosidosis
E75.2,Other sphingolipidosis,https://en.wikipedia.org/wiki/Sphingolipidoses
E75.3,"Sphingolipidosis, unspecified",http://www.malacards.org/card/sphingolipidosis
E75.4,Neuronal ceroid lipofuscinosis,https://medlineplus.gov/ency/article/001613.htm
E75.5,Other lipid storage disorders,https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Lipid-Storage-Fact-Sheet
E75.6,"Lipid storage disorder, unspecified",https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Lipid-Storage-Fact-Sheet
E76,Disorders of glycosaminoglycan metabolism,https://www.hindawi.com/journals/bri/2012/471325/
E76.0,"Mucopolysaccharidosis, type I",https://medlineplus.gov/ency/article/001204.htm
E76.1,"Mucopolysaccharidosis, type II",https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-ii/
E76.2,Other mucopolysaccharidoses,https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Mucopolysaccharidoses-Fact-Sheet
E76.3,"Mucopolysaccharidosis, unspecified",https://en.wikipedia.org/wiki/Mucopolysaccharidosis
E76.8,Other disorders of glucosaminoglycan metabolism,https://www.hindawi.com/journals/bri/2012/471325/
E76.9,"Disorder of glucosaminoglycan metabolism, unspecified",https://www.hindawi.com/journals/bri/2012/471325/
E77,Disorders of glycoprotein metabolism,https://www.webmd.com/a-to-z-guides/inherited-metabolic-disorder-types-and-treatments
E77.0,Defects in post-translational modification of lysosomal enzymes,https://www.ncbi.nlm.nih.gov/medgen/575249
E77.1,Defects in glycoprotein degradation,https://www.ncbi.nlm.nih.gov/books/NBK453095/
E77.8,Other disorders of glycoprotein metabolism,https://www.webmd.com/a-to-z-guides/inherited-metabolic-disorder-types-and-treatments
E77.9,"Disorder of glycoprotein metabolism, unspecified",https://medlineplus.gov/carbohydratemetabolismdisorders.html
E78,Disorders of lipoprotein metabolism and other lipidaemias,https://accessmedicine.mhmedical.com/content.aspx?bookid=1130&sectionid=79753265
E78.0,Pure hypercholesterolaemia,https://www.medicalnewstoday.com/articles/316173
E78.1,Pure hyperglyceridaemia,https://www.news-medical.net/health/Hypertriglyceridemia-Cause-and-Symptoms.aspx
E78.2,Mixed hyperlipidaemia,https://www.verywellhealth.com/mixed-hyperlipidemia-5190475
E78.3,Hyperchylomicronaemia,https://pubmed.ncbi.nlm.nih.gov/8446222/
E78.4,Other hyperlipidaemia,https://www.baptisthealth.com/services/heart-care/conditions/hyperlipidemia
E78.5,"Hyperlipidaemia, unspecified",https://www.healthline.com/health/hyperlipidemia
E78.6,Lipoprotein deficiency,https://medlineplus.gov/ency/article/000408.htm
E78.8,Other disorders of lipoprotein metabolism,https://www.sciencedirect.com/topics/medicine-and-dentistry/disorders-of-lipoprotein-metabolism
E78.9,"Disorder of lipoprotein metabolism, unspecified",https://medlineplus.gov/lipidmetabolismdisorders.html
E79,Disorders of purine and pyrimidine metabolism,https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/pediatrics/disorders-of-purine-and-pyrimidine-metabolism/
E79.0,Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,https://www.ncbi.nlm.nih.gov/medgen/578547
E79.1,Lesch-Nyhan syndrome,https://rarediseases.org/rare-diseases/lesch-nyhan-syndrome/
E79.8,Other disorders of purine and pyrimidine metabolism,https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/pediatrics/disorders-of-purine-and-pyrimidine-metabolism/
E79.9,"Disorder of purine and pyrimidine metabolism, unspecified",https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/pediatrics/disorders-of-purine-and-pyrimidine-metabolism/
E80,Disorders of porphyrin and bilirubin metabolism,https://www.sciencedirect.com/topics/medicine-and-dentistry/porphyrin-metabolism
E80.0,Hereditary erythropoietic porphyria,https://rarediseases.org/rare-diseases/erythropoietic-protoporphyria/
E80.1,Porphyria cutanea tarda,https://rarediseases.org/rare-diseases/porphyria-cutanea-tarda/
E80.2,Other porphyria,https://www.mayoclinic.org/diseases-conditions/porphyria/symptoms-causes/syc-20356066
E80.3,Defects of catalase and peroxidase,https://www.sciencedirect.com/topics/medicine-and-dentistry/catalase-deficiency
E80.4,Gilbert syndrome,https://my.clevelandclinic.org/health/diseases/17661-gilberts-syndrome
E80.5,Crigler-Najjar syndrome,https://www.chp.edu/our-services/transplant/liver/education/liver-disease-states/crigler-najjar-syndrome
E80.6,Other disorders of bilirubin metabolism,http://www.malacards.org/card/bilirubin_metabolic_disorder
E80.7,"Disorder of bilirubin metabolism, unspecified",http://www.malacards.org/card/bilirubin_metabolic_disorder
E83,Disorders of mineral metabolism,https://www.templehealth.org/services/conditions/electrolyte-mineral-metabolism-disorders
E83.0,Disorders of copper metabolism,https://www.aacc.org/science-and-research/clinical-chemistry-trainee-council/trainee-council-in-english/pearls-of-laboratory-medicine/2021/disorders-of-copper-metabolism
E83.1,Disorders of iron metabolism,https://www.topdoctors.co.uk/medical-dictionary/disorder-of-iron-metabolism
E83.2,Disorders of zinc metabolism,https://www.healthline.com/health/zinc-deficiency
E83.3,Disorders of phosphorus metabolism and phosphatases,https://www.ncbi.nlm.nih.gov/books/NBK279172/
E83.4,Disorders of magnesium metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6357249/
E83.5,Disorders of calcium metabolism,https://www.sciencedirect.com/topics/medicine-and-dentistry/disorders-of-calcium-metabolism
E83.8,Other disorders of mineral metabolism,https://www.templehealth.org/services/conditions/electrolyte-mineral-metabolism-disorders
E83.9,"Disorder of mineral metabolism, unspecified",https://ufhealth.org/mineral-metabolism-disorders
E84,Cystic fibrosis,https://kidshealth.org/en/parents/cf.html
E84.0,Cystic fibrosis with pulmonary manifestations,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700
E84.1,Cystic fibrosis with intestinal manifestations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4865785/
E84.8,Cystic fibrosis with other manifestations,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700
E84.9,"Cystic fibrosis, unspecified",https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700
E85,Amyloidosis,https://www.nhs.uk/conditions/amyloidosis/
E85.0,Non-neuropathic heredofamilial amyloidosis,https://www.hopkinsmedicine.org/neurology_neurosurgery/centers_clinics/peripheral_nerve/conditions/amyloid_neuropathy.html
E85.1,Neuropathic heredofamilial amyloidosis,https://www.hopkinsmedicine.org/neurology_neurosurgery/centers_clinics/peripheral_nerve/conditions/amyloid_neuropathy.html
E85.2,"Heredofamilial amyloidosis, unspecified",https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178
E85.3,Secondary systemic amyloidosis,https://medlineplus.gov/ency/article/000585.htm
E85.4,Organ-limited amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178
E85.8,Other amyloidosis,https://www.hopkinsmedicine.org/health/conditions-and-diseases/amyloidosis
E85.9,"Amyloidosis, unspecified",https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178
E86,Volume depletion,https://bestpractice.bmj.com/topics/en-us/937
E87,"Other disorders of fluid, electrolyte and acid-base balance",https://www.karger.com/Article/Fulltext/479968
E87.0,Hyperosmolality and hypernatraemia,https://www.healthline.com/health/hypernatremia
E87.1,Hypo-osmolality and hyponatraemia,https://www.mayoclinic.org/diseases-conditions/hyponatremia/symptoms-causes/syc-20373711
E87.2,Acidosis,https://www.kidneyfund.org/kidney-disease/chronic-kidney-disease-ckd/complications/metabolic-acidosis/
E87.3,Alkalosis,https://medlineplus.gov/ency/article/001183.htm
E87.4,Mixed disorder of acid-base balance,https://www.healthline.com/health/acid-base-balance
E87.5,Hyperkalaemia,https://www.kidney.org/atoz/content/what-hyperkalemia
E87.6,Hypokalaemia,https://my.clevelandclinic.org/health/diseases/17740-low-potassium-levels-in-your-blood-hypokalemia
E87.7,Fluid overload,https://www.webmd.com/a-to-z-guides/what-is-fluid-overload
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/E00-E89/E70-E88/E87-/E87.8
E88,Other metabolic disorders,https://www.webmd.com/a-to-z-guides/inherited-metabolic-disorder-types-and-treatments
E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/E00-E89/E70-E88/E88-/E88.09
E88.1,"Lipodystrophy, not elsewhere classified",https://www.ncbi.nlm.nih.gov/books/NBK513130/
E88.2,"Lipomatosis, not elsewhere classified",https://rarediseases.org/rare-diseases/dercums-disease/
E88.3,Tumour lysis syndrome,https://jamanetwork.com/journals/jamaoncology/fullarticle/2680750
E88.8,Other specified metabolic disorders,https://www.webmd.com/a-to-z-guides/inherited-metabolic-disorder-types-and-treatments
E88.9,"Metabolic disorder, unspecified",https://www.webmd.com/a-to-z-guides/inherited-metabolic-disorder-types-and-treatments
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",https://icd.who.int/browse10/2019/en#/E89.1
E89.0,Postprocedural hypothyroidism,https://www.barnaclinic.com/blog/cirugia-de-tiroides/en/postoperative-hypothyroidism-symptoms-causes-and-what-to-do/
E89.1,Postprocedural hypoinsulinaemia,https://www.icd10data.com/ICD10CM/Codes/E00-E89/E89-E89/E89-/E89.1
E89.2,Postprocedural hypoparathyroidism,https://www.mayoclinic.org/diseases-conditions/hypoparathyroidism/symptoms-causes/syc-20355375
E89.3,Postprocedural hypopituitarism,https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645
E89.4,Postprocedural ovarian failure,https://www.mayoclinic.org/diseases-conditions/premature-ovarian-failure/symptoms-causes/syc-20354683
E89.5,Postprocedural testicular hypofunction,https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881
E89.6,Postprocedural adrenocortical(-medullary) hypofunction,https://www.tabletwise.net/health/postprocedural-adrenocortical-medullary-hypofunction
E89.8,Other postprocedural endocrine and metabolic disorders,https://www.msdmanuals.com/professional/endocrine-and-metabolic-disorders
E89.9,"Postprocedural endocrine and metabolic disorder, unspecified",https://www.msdmanuals.com/professional/endocrine-and-metabolic-disorders
E90,Nutritional and metabolic disorders in diseases classified elsewhere,https://icd.who.int/browse10/2019/en#/IV
F00,Dementia in Alzheimer disease,https://www.nhs.uk/conditions/alzheimers-disease/symptoms/
F00.0,Dementia in Alzheimer disease with early onset,https://www.alz.org/alzheimers-dementia/10_signs
F00.1,Dementia in Alzheimer disease with late onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548536/
F00.2,"Dementia in Alzheimer disease, atypical or mixed type",https://www.alz.org/alzheimers-dementia/what-is-dementia/types-of-dementia/mixed-dementia
F00.9,"Dementia in Alzheimer disease, unspecified",https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013
F01,Vascular dementia,https://www.nhs.uk/conditions/vascular-dementia/
F01.0,Vascular dementia of acute onset,https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793
F01.1,Multi-infarct dementia,https://www.mhanational.org/conditions/multi-infarct-dementia
F01.2,Subcortical vascular dementia,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia
F01.3,Mixed cortical and subcortical vascular dementia,https://altoida.com/patients-ask-what-is-mixed-cortical-and-subcortical-vascular-dementia/
F01.8,Other vascular dementia,https://www.nhs.uk/conditions/vascular-dementia/
F01.9,"Vascular dementia, unspecified",https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793
F02,Dementia in other diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/F01-F99/F01-F09/F02-/F02.80
F02.0,Dementia in Pick disease,https://www.pennmedicine.org/for-patients-and-visitors/patient-information/conditions-treated-a-to-z/picks-disease
F02.1,Dementia in Creutzfeldt-Jakob disease,https://www.nhs.uk/conditions/creutzfeldt-jakob-disease-cjd/
F02.2,Dementia in Huntington disease,https://www.alzheimercalgary.ca/learn/types-of-dementia/huntingtons-disease-dementia
F02.3,Dementia in Parkinson disease,https://www.alz.org/alzheimers-dementia/what-is-dementia/types-of-dementia/parkinson-s-disease-dementia
F02.4,Dementia in human immunodeficiency virus [HIV] disease,https://www.hopkinsmedicine.org/health/conditions-and-diseases/hiv-and-aids/hiv-and-dementia
F02.8,Dementia in other specified diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/F01-F99/F01-F09/F02-/F02.80
F03,Unspecified dementia,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",https://www.who.int/substance_abuse/terminology/ICD10ClinicalDiagnosis.pdf
F05,"Delirium, not induced by alcohol and other psychoactive substances",https://www.who.int/substance_abuse/terminology/ICD10ClinicalDiagnosis.pdf
F05.0,"Delirium not superimposed on dementia, so described",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2247368/
F05.1,Delirium superimposed on dementia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092013/
F05.8,Other delirium,https://www.medicalnewstoday.com/articles/326684
F05.9,"Delirium, unspecified",https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,https://www.verywellmind.com/organic-mental-disorders-2162516
F06.0,Organic hallucinosis,https://www.sciencedirect.com/science/article/pii/0010440X9190083O
F06.1,Organic catatonic disorder,https://www.healthline.com/health/catatonia
F06.2,Organic delusional [schizophrenia-like] disorder,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/495471
F06.3,Organic mood [affective] disorders,https://www.mayoclinic.org/diseases-conditions/mood-disorders/symptoms-causes/syc-20365057
F06.4,Organic anxiety disorder,https://my.clevelandclinic.org/health/diseases/9536-anxiety-disorders
F06.5,Organic dissociative disorder,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215
F06.6,Organic emotionally labile [asthenic] disorder,https://en.wikipedia.org/wiki/Organic_personality_disorder
F06.7,Mild cognitive disorder,https://my.clevelandclinic.org/health/diseases/17990-mild-cognitive-impairment
F06.8,Other specified mental disorders due to brain damage and dysfunction and to physical disease,https://icd.who.int/browse10/2019/en#/F06.1
F06.9,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,https://gesund.bund.de/en/icd-code-search/f06-9
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction",https://icd.who.int/browse10/2019/en#/F07.0
F07.0,Organic personality disorder,https://en.wikipedia.org/wiki/Organic_personality_disorder
F07.1,Postencephalitic syndrome,https://pubmed.ncbi.nlm.nih.gov/27118763/
F07.2,Postconcussional syndrome,https://www.webmd.com/brain/post-concussion-syndrome
F07.8,"Other organic personality and behavioural disorders due to brain disease, damage and dysfunction",https://icd.who.int/browse10/2019/en#/F07.0
F07.9,"Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction",https://icd.who.int/browse10/2019/en#/F07.0
F09,Unspecified organic or symptomatic mental disorder,https://www.verywellmind.com/organic-mental-disorders-2162516
F10,Mental and behavioural disorders due to use of alcohol,https://www.scientificamerican.com/article/traditional-medicine-from-southern-mexico-offers-help-with-addiction/
F10.0,Mental and behavioural disorders due to use of alcohol : acute intoxication,https://pubs.niaaa.nih.gov/publications/arh26-2/90-98.htm
F10.1,Mental and behavioural disorders due to use of alcohol : harmful use,https://pubs.niaaa.nih.gov/publications/arh26-2/90-98.htm
F10.2,Mental and behavioural disorders due to use of alcohol : dependence syndrome,https://pubs.niaaa.nih.gov/publications/arh26-2/90-98.htm
