codigo,descripcion,url
A06.3,Amoeboma of intestine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5846219/
A06.4,Amoebic liver abscess,https://medlineplus.gov/ency/article/000211.htm
A06.5,Amoebic lung abscess,https://www.medscape.com/answers/212029-38508/what-is-pleuropulmonary-amebiasis
A06.6,Amoebic brain abscess,https://en.wikipedia.org/wiki/Amoebic_brain_abscess
A06.7,Cutaneous amoebiasis,https://www.sciencedirect.com/topics/medicine-and-dentistry/cutaneous-amoebiasis
A06.8,Amoebic infection of other sites,https://kidshealth.org/en/parents/amebiasis.html
A06.9,"Amoebiasis, unspecified",https://www.cdc.gov/parasites/amebiasis/general-info.html
A07,Other protozoal intestinal diseases,https://emedicine.medscape.com/article/999282-clinical
A07.0,Balantidiasis,https://web.stanford.edu/group/parasites/ParaSites2003/Balantidium/Clinical_Presentation.htm
A07.1,Giardiasis [lambliasis],https://www.cdc.gov/parasites/giardia/general-info.html
A07.2,Cryptosporidiosis,https://www.cdc.gov/parasites/crypto/general-info.html
A07.3,Isosporiasis,https://www.cdc.gov/parasites/cystoisospora/faqs.html
A07.8,Other specified protozoal intestinal diseases,https://emedicine.medscape.com/article/999282-clinical
A07.9,"Protozoal intestinal disease, unspecified",https://emedicine.medscape.com/article/999282-clinical
A08,Viral and other specified intestinal infections,https://www.healthline.com/health/gastrointestinal-infection
A08.0,Rotaviral enteritis,https://www.cdc.gov/rotavirus/about/symptoms.html
A08.1,Acute gastroenteropathy due to Norovirus,https://www.mayoclinic.org/diseases-conditions/norovirus/symptoms-causes/syc-20355296
A08.2,Adenoviral enteritis,https://www.cdc.gov/adenovirus/about/symptoms.html
A08.3,Other viral enteritis,https://www.cedars-sinai.org/health-library/diseases-and-conditions/v/viral-gastroenteritis.html
A08.4,"Viral intestinal infection, unspecified",https://www.webmd.com/digestive-disorders/gastroenteritis
A08.5,Other specified intestinal infections,https://www.healthline.com/health/gastrointestinal-infection
A09,Other gastroenteritis and colitis of infectious and unspecified origin,https://www.webmd.com/digestive-disorders/gastroenteritis
A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,https://www.webmd.com/digestive-disorders/gastroenteritis
A09.9,Gastroenteritis and colitis of unspecified origin,https://www.webmd.com/digestive-disorders/gastroenteritis
A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",https://icd.who.int/browse10/2019/en#/A15
A15.0,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",https://www.ncbi.nlm.nih.gov/medgen/578450
A15.1,"Tuberculosis of lung, confirmed by culture only",https://www.ncbi.nlm.nih.gov/medgen/578451
A15.2,"Tuberculosis of lung, confirmed histologically",https://pubmed.ncbi.nlm.nih.gov/29542891/
A15.3,"Tuberculosis of lung, confirmed by unspecified means",https://icd.who.int/browse10/2014/en#!/A15-A19
A15.4,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A15.5,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A15.6,"Tuberculous pleurisy, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A15.7,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A15.8,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A15.9,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",https://icd.who.int/browse10/2019/en#/A15
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",https://icd.who.int/browse10/2019/en#/A15
A16.0,"Tuberculosis of lung, bacteriologically and histologically negative",https://www.ncbi.nlm.nih.gov/medgen/578566
A16.1,"Tuberculosis of lung, bacteriological and histological examination not done",https://pubmed.ncbi.nlm.nih.gov/29542891/
A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2016/en#A16.3
A16.3,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2016/en#A16.3
A16.4,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2016/en#A16.3
A16.5,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2019/en#/A15
A16.7,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,https://icd.who.int/browse10/2019/en#A16.7
A16.8,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2019/en#/A15
A16.9,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",https://icd.who.int/browse10/2016/en#A16.3
A17,Tuberculosis of nervous system,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092316/
A17.0,Tuberculous meningitis,https://medlineplus.gov/ency/article/000650.htm
A17.1,Meningeal tuberculoma,https://rarediseases.org/rare-diseases/meningitis-tuberculous/
A17.8,Other tuberculosis of nervous system,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092316/
A17.9,"Tuberculosis of nervous system, unspecified",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092316/
A18,Tuberculosis of other organs,https://www.mayoclinic.org/diseases-conditions/tuberculosis/symptoms-causes/syc-20351250
A18.0,Tuberculosis of bones and joints,https://www.webmd.com/lung/what-is-skeletal-tuberculosis
A18.1,Tuberculosis of genitourinary system,https://www.medscape.com/answers/230802-19536/what-are-the-signs-and-symptoms-of-genitourinary-tuberculosis-tb
A18.2,Tuberculous peripheral lymphadenopathy,https://www.sciencedirect.com/topics/medicine-and-dentistry/tuberculous-lymphadenitis
A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",https://www.sciencedirect.com/topics/medicine-and-dentistry/intestinal-tuberculosis
A18.4,Tuberculosis of skin and subcutaneous tissue,https://www.medindia.net/patientinfo/skin-tuberculosis.htm
A18.5,Tuberculosis of eye,https://eyewiki.aao.org/Tuberculosis_Uveitis
A18.6,Tuberculosis of ear,https://www.hindawi.com/journals/ijoto/2011/686894/
A18.7,Tuberculosis of adrenal glands,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6346831/
A18.8,Tuberculosis of other specified organs,https://www.mayoclinic.org/es-es/diseases-conditions/tuberculosis/symptoms-causes/syc-20351250
A19,Miliary tuberculosis,https://www.healthline.com/health/miliary-tuberculosis
A19.0,Acute miliary tuberculosis of a single specified site,https://www.msdmanuals.com/home/infections/tuberculosis-and-related-infections/miliary-tuberculosis-tb
A19.1,Acute miliary tuberculosis of multiple sites,https://www.sciencedirect.com/topics/medicine-and-dentistry/miliary-tuberculosis
A19.2,"Acute miliary tuberculosis, unspecified",https://www.msdmanuals.com/home/infections/tuberculosis-and-related-infections/miliary-tuberculosis-tb
A19.8,Other miliary tuberculosis,https://www.msdmanuals.com/home/infections/tuberculosis-and-related-infections/miliary-tuberculosis-tb
A19.9,"Miliary tuberculosis, unspecified",https://www.msdmanuals.com/home/infections/tuberculosis-and-related-infections/miliary-tuberculosis-tb
A20,Plague,https://www.cdc.gov/plague/symptoms/index.html
A20.0,Bubonic plague,https://www.cdc.gov/plague/symptoms/index.html
A20.1,Cellulocutaneous plague,https://patient.info/doctor/plague
A20.2,Pneumonic plague,https://emergency.cdc.gov/agent/plague/factsheet.asp
A20.3,Plague meningitis,https://www.novusbio.com/diseases/plague-meningitis
A20.7,Septicaemic plague,https://www.cdc.gov/plague/symptoms/index.html
A20.8,Other forms of plague,https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291
A20.9,"Plague, unspecified",https://emergency.cdc.gov/agent/plague/factsheet.asp
A21,Tularaemia,https://www.mayoclinic.org/es-es/diseases-conditions/tularemia/symptoms-causes/syc-20378635
A21.0,Ulceroglandular tularaemia,https://www.mayoclinic.org/es-es/diseases-conditions/tularemia/symptoms-causes/syc-20378635
A21.1,Oculoglandular tularaemia,https://www.mayoclinic.org/es-es/diseases-conditions/tularemia/symptoms-causes/syc-20378635
A21.2,Pulmonary tularaemia,https://openres.ersjournals.com/content/6/2/00093-2019
A21.3,Gastrointestinal tularaemia,https://www.ncbi.nlm.nih.gov/medgen/1684658
A21.7,Generalized tularaemia,https://www.cdc.gov/tularemia/signssymptoms/index.html
A21.8,Other forms of tularaemia,https://www.cdc.gov/tularemia/signssymptoms/index.html
A21.9,"Tularaemia, unspecified",https://en.wikipedia.org/wiki/Tularemia
A22,Anthrax,https://www.cdc.gov/anthrax/symptoms/index.html
A22.0,Cutaneous anthrax,https://www.cdc.gov/anthrax/symptoms/index.html
A22.1,Pulmonary anthrax,https://www.health.ny.gov/diseases/communicable/anthrax/fact_sheet.htm
A22.2,Gastrointestinal anthrax,https://www.cdc.gov/anthrax/symptoms/index.html
A22.7,Anthrax sepsis,https://www.medicinenet.com/anthrax/article.htm
A22.8,Other forms of anthrax,https://www.cdc.gov/anthrax/symptoms/index.html
A22.9,"Anthrax, unspecified",https://www.cdc.gov/anthrax/symptoms/index.html
A23,Brucellosis,https://www.cdc.gov/brucellosis/symptoms/index.html
A23.0,Brucellosis due to Brucella melitensis,https://www.webmd.com/a-to-z-guides/brucellosis-symptoms-treatment
A23.1,Brucellosis due to Brucella abortus,https://www.webmd.com/a-to-z-guides/brucellosis-symptoms-treatment
A23.2,Brucellosis due to Brucella suis,https://www.cfsph.iastate.edu/Factsheets/pdfs/brucellosis_suis.pdf
A23.3,Brucellosis due to Brucella canis,https://www.frontiersin.org/articles/594291
A23.8,Other brucellosis,https://www.webmd.com/a-to-z-guides/brucellosis-symptoms-treatment
A23.9,"Brucellosis, unspecified",https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-019-4662-3
A24,Glanders and melioidosis,https://www.ncbi.nlm.nih.gov/books/NBK448110/
A24.0,Glanders,https://www.health.ny.gov/diseases/communicable/glanders/fact_sheet.htm
A24.1,Acute and fulminating melioidosis,https://www.cdc.gov/melioidosis/symptoms/index.html
A24.2,Subacute and chronic melioidosis,https://www.cdc.gov/melioidosis/symptoms/index.html
A24.3,Other melioidosis,https://www.cdc.gov/melioidosis/symptoms/index.html
A24.4,"Melioidosis, unspecified",https://en.wikipedia.org/wiki/Melioidosis
A25,Rat-bite fevers,https://www.webmd.com/first-aid/what-to-know-rat-bite-fever
A25.0,Spirillosis,https://en.wikipedia.org/wiki/Rat-bite_fever
A25.1,Streptobacillosis,https://medlineplus.gov/ency/article/001348.htm
A25.9,"Rat-bite fever, unspecified",https://www.cdc.gov/rat-bite-fever/symptoms/index.html
A26,Erysipeloid,https://medlineplus.gov/ency/article/000632.htm
A26.0,Cutaneous erysipeloid,https://medlineplus.gov/ency/article/000632.htm
A26.7,Erysipelothrix sepsis,https://medlineplus.gov/ency/article/000632.htm
A26.8,Other forms of erysipeloid,https://medlineplus.gov/ency/article/000632.htm
A26.9,"Erysipeloid, unspecified",https://medlineplus.gov/ency/article/000632.htm
A27,Leptospirosis,https://www.cdc.gov/leptospirosis/symptoms/index.html
A27.0,Leptospirosis icterohaemorrhagica,https://www.sciencedirect.com/topics/medicine-and-dentistry/leptospira-interrogans-serovar-icterohaemorrhagiae
A27.8,Other forms of leptospirosis,https://www.cdc.gov/leptospirosis/symptoms/index.html
A27.9,"Leptospirosis, unspecified",https://www.cdc.gov/leptospirosis/symptoms/index.html
A28,"Other zoonotic bacterial diseases, not elsewhere classified",https://icd.who.int/browse10/2019/en#/A24.1
A28.0,Pasteurellosis,https://www.tamuk.edu/finance/risk/animal-safety/pasteurellosis.html
A28.1,Cat-scratch disease,https://www.cdc.gov/healthypets/diseases/cat-scratch.html
A28.2,Extraintestinal yersiniosis,https://pubmed.ncbi.nlm.nih.gov/8197810/
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",https://icd.who.int/browse10/2019/en#/A24.1
A28.9,"Zoonotic bacterial disease, unspecified",https://www.nationwidechildrens.org/conditions/zoonoses
A30,Leprosy [Hansen disease],https://www.cdc.gov/leprosy/symptoms/index.html
A30.0,Indeterminate leprosy,https://www.healthline.com/health/leprosy
A30.1,Tuberculoid leprosy,https://www.sciencedirect.com/topics/medicine-and-dentistry/tuberculoid-leprosy
A30.2,Borderline tuberculoid leprosy,https://www.healthline.com/health/leprosy
A30.3,Borderline leprosy,https://www.healthline.com/health/leprosy
A30.4,Borderline lepromatous leprosy,https://www.healthline.com/health/leprosy
A30.5,Lepromatous leprosy,https://www.healthline.com/health/leprosy
A30.8,Other forms of leprosy,https://www.cdc.gov/leprosy/symptoms/index.html
A30.9,"Leprosy, unspecified",https://www.cdc.gov/leprosy/symptoms/index.html
A31,Infection due to other mycobacteria,https://www.cdc.gov/hai/organisms/mycobacterium.html
A31.0,Pulmonary mycobacterial infection,https://medlineplus.gov/mycobacterialinfections.html
A31.1,Cutaneous mycobacterial infection,https://pubmed.ncbi.nlm.nih.gov/30429139/
A31.8,Other mycobacterial infections,https://medlineplus.gov/mycobacterialinfections.html
A31.9,"Mycobacterial infection, unspecified",https://medlineplus.gov/mycobacterialinfections.html
A32,Listeriosis,https://www.cdc.gov/listeria/outbreaks/ice-cream-03-15/signs-symptoms.html
A32.0,Cutaneous listeriosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3889738/
A32.1,Listerial meningitis and meningoencephalitis,https://ijponline.biomedcentral.com/articles/10.1186/s13052-018-0595-5
A32.7,Listerial sepsis,https://my.clevelandclinic.org/health/diseases/17721-listeria-infectionlisteriosis
A32.8,Other forms of listeriosis,https://www.cdc.gov/listeria/outbreaks/ice-cream-03-15/signs-symptoms.html
A32.9,"Listeriosis, unspecified",https://en.wikipedia.org/wiki/Listeriosis
A33,Tetanus neonatorum,https://www.apollohospitals.com/patient-care/health-and-lifestyle/diseases-and-conditions/neonatal-tetanus/
A34,Obstetrical tetanus,https://www.who.int/immunization/diseases/Maternal_and_neonatal_tetanus_Seminar.pdf?ua=1
A35,Other tetanus,https://www.cdc.gov/tetanus/index.html
A36,Diphtheria,https://www.nhs.uk/conditions/diphtheria/
A36.0,Pharyngeal diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
A36.1,Nasopharyngeal diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
A36.2,Laryngeal diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
A36.3,Cutaneous diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
A36.8,Other diphtheria,https://www.nhs.uk/conditions/diphtheria/
A36.9,"Diphtheria, unspecified",https://fpnotebook.com/ent/mouth/Dphthr.htm
A37,Whooping cough,https://www.cdc.gov/pertussis/about/signs-symptoms.html
A37.0,Whooping cough due to Bordetella pertussis,https://www.cdc.gov/pertussis/about/signs-symptoms.html
A37.1,Whooping cough due to Bordetella parapertussis,https://journals.lww.com/md-journal/fulltext/2017/05190/bordetella_parapertussis_outbreak_in_southeastern.5.aspx
A37.8,Whooping cough due to other Bordetella species,https://www.cdc.gov/pertussis/about/signs-symptoms.html
A37.9,"Whooping cough, unspecified",https://www.cdc.gov/pertussis/about/signs-symptoms.html
A38,Scarlet fever,https://www.cdc.gov/groupastrep/diseases-public/scarlet-fever.html
A39,Meningococcal infection,https://www.health.gov.au/health-topics/meningococcal-disease
A39.0,Meningococcal meningitis,https://www.cdc.gov/meningococcal/about/symptoms.html
A39.1,Waterhouse-Friderichsen syndrome,https://rarediseases.info.nih.gov/diseases/9449/waterhouse-friderichsen-syndrome
A39.2,Acute meningococcaemia,https://rarediseases.org/rare-diseases/meningococcemia/
A39.3,Chronic meningococcaemia,https://rarediseases.org/rare-diseases/meningococcemia/
A39.4,"Meningococcaemia, unspecified",https://www.cdc.gov/meningococcal/about/symptoms.html
A39.5,Meningococcal heart disease,https://www.mayoclinic.org/diseases-conditions/meningitis/symptoms-causes/syc-20350508
A39.8,Other meningococcal infections,https://www.childrenshospital.org/conditions-and-treatments/conditions/m/meningococcal-infections/symptoms-and-causes
A39.9,"Meningococcal infection, unspecified",https://www.msdmanuals.com/home/infections/meningococcal-infections/meningococcal-infections
A40,Streptococcal sepsis,https://www.sepsis.org/sepsisand/group-a-streptococcus/
A40.0,"Sepsis due to streptococcus, group A",https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/streptococcal-infection-group-a
A40.1,"Sepsis due to streptococcus, group B",https://www.sepsis.org/sepsisand/group-b-strep/
A40.2,"Sepsis due to streptococcus, group D and enterococcus",https://www.sciencedirect.com/topics/medicine-and-dentistry/streptococcus-group-d
A40.3,Sepsis due to Streptococcus pneumoniae,https://wwwnc.cdc.gov/travel/diseases/pneumococcal-disease-streptococcus-pneumoniae
A40.8,Other streptococcal sepsis,https://www.sepsis.org/sepsisand/group-a-streptococcus/
A40.9,"Streptococcal sepsis, unspecified",https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214
A41,Other sepsis,https://medlineplus.gov/sepsis.html
A41.0,Sepsis due to Staphylococcus aureus,https://my.clevelandclinic.org/health/diseases/21165-staph-infection-staphylococcus-infection
A41.1,Sepsis due to other specified staphylococcus,https://www.mayoclinic.org/diseases-conditions/staph-infections/symptoms-causes/syc-20356221
A41.2,Sepsis due to unspecified staphylococcus,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A30-A49/A41-/A41.2
A41.3,Sepsis due to Haemophilus influenzae,https://www.cdc.gov/hi-disease/about/symptoms.html
A41.4,Sepsis due to anaerobes,https://www.healthline.com/health/anaerobic-infections
A41.5,Sepsis due to other Gram-negative organisms,https://www.sciencedirect.com/topics/medicine-and-dentistry/gram-negative-sepsis
A41.8,Other specified sepsis,https://www.healthline.com/health/sepsis
A41.9,"Sepsis, unspecified",https://my.clevelandclinic.org/health/diseases/12361-sepsis
A42,Actinomycosis,https://medlineplus.gov/ency/article/000599.htm
A42.0,Pulmonary actinomycosis,https://www.mountsinai.org/health-library/diseases-conditions/pulmonary-actinomycosis
A42.1,Abdominal actinomycosis,https://www.karger.com/Article/Fulltext/475917
A42.2,Cervicofacial actinomycosis,https://www.msdmanuals.com/professional/infectious-diseases/anaerobic-bacteria/actinomycosis
A42.7,Actinomycotic sepsis,https://medlineplus.gov/ency/article/000599.htm
A42.8,Other forms of actinomycosis,https://www.healthline.com/health/actinomycosis
A42.9,"Actinomycosis, unspecified",http://www.malacards.org/card/actinomycosis
A43,Nocardiosis,https://rarediseases.org/rare-diseases/nocardiosis/
A43.0,Pulmonary nocardiosis,https://rarediseases.org/rare-diseases/nocardiosis/
A43.1,Cutaneous nocardiosis,https://rarediseases.org/rare-diseases/nocardiosis/
A43.8,Other forms of nocardiosis,https://rarediseases.org/rare-diseases/nocardiosis/
A43.9,"Nocardiosis, unspecified",https://rarediseases.org/rare-diseases/nocardiosis/
A44,Bartonellosis,https://igenex.com/tick-talk/bartonellosis-disease/
A44.0,Systemic bartonellosis,https://rarediseases.org/rare-diseases/bartonellosis/
A44.1,Cutaneous and mucocutaneous bartonellosis,https://www.cdc.gov/bartonella/symptoms/index.html
A44.8,Other forms of bartonellosis,https://igenex.com/tick-talk/bartonellosis-disease/
A44.9,"Bartonellosis, unspecified",https://rarediseases.org/rare-diseases/bartonellosis/
A46,Erysipelas,https://www.medicalnewstoday.com/articles/317973
A48,"Other bacterial diseases, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A30-A49
A48.0,Gas gangrene,https://medlineplus.gov/ency/article/000620.htm
A48.1,Legionnaires disease,https://www.hse.gov.uk/legionnaires/symptoms.htm
A48.2,Nonpneumonic Legionnaires disease [Pontiac fever],https://pubmed.ncbi.nlm.nih.gov/15029835/
A48.3,Toxic shock syndrome,https://kidshealth.org/en/teens/tss.html
A48.4,Brazilian purpuric fever,https://www.sciencedirect.com/topics/medicine-and-dentistry/brazilian-purpuric-fever
A48.8,Other specified bacterial diseases,https://www.medicalnewstoday.com/articles/bacterial-infection-symptoms
A49,Bacterial infection of unspecified site,https://www.verywellhealth.com/what-is-a-bacterial-infection-770565
A49.0,"Staphylococcal infection, unspecified site",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A30-A49/A49-/A49.0
A49.1,"Streptococcal and enterococcal infection, unspecified site",https://gesund.bund.de/en/icd-code-search/a49-1
A49.2,"Haemophilus influenzae infection, unspecified site",https://www.cdc.gov/hi-disease/about/symptoms.html
A49.3,"Mycoplasma infection, unspecified site",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A30-A49/A49-/A49.3
A49.8,Other bacterial infections of unspecified site,https://www.verywellhealth.com/what-is-a-bacterial-infection-770565
A49.9,"Bacterial infection, unspecified",https://www.verywellhealth.com/what-is-a-bacterial-infection-770565
A50,Congenital syphilis,https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.0,"Early congenital syphilis, symptomatic",https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.1,"Early congenital syphilis, latent",https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.2,"Early congenital syphilis, unspecified",https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.3,Late congenital syphilitic oculopathy,https://en.wikipedia.org/wiki/Late_congenital_syphilitic_oculopathy
A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.5,"Other late congenital syphilis, symptomatic",https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.6,"Late congenital syphilis, latent",https://rarediseases.org/rare-diseases/congenital-syphilis/
A50.7,"Late congenital syphilis, unspecified",https://www.cdc.gov/ncbddd/birthdefects/surveillancemanual/chapters/chapter-5/chapter5-2.html
A50.9,"Congenital syphilis, unspecified",https://www.cdc.gov/ncbddd/birthdefects/surveillancemanual/chapters/chapter-5/chapter5-2.html
A51,Early syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis.htm
A51.0,Primary genital syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis.htm
A51.1,Primary anal syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis.htm
A51.2,Primary syphilis of other sites,https://medlineplus.gov/ency/article/000861.htm
A51.3,Secondary syphilis of skin and mucous membranes,https://www.uofmhealth.org/health-library/tm6404
A51.4,Other secondary syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis-detailed.htm
A51.5,"Early syphilis, latent",https://www.webmd.com/sexual-conditions/types-stages-syphilis
A51.9,"Early syphilis, unspecified",https://www.mayoclinic.org/diseases-conditions/syphilis/symptoms-causes/syc-20351756
A52,Late syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis-detailed.htm
A52.0,Cardiovascular syphilis,https://www.sciencedirect.com/topics/medicine-and-dentistry/cardiovascular-syphilis
A52.1,Symptomatic neurosyphilis,https://medlineplus.gov/ency/article/000703.htm
A52.2,Asymptomatic neurosyphilis,https://www.ninds.nih.gov/Disorders/All-Disorders/Neurosyphilis-Information-Page
A52.3,"Neurosyphilis, unspecified",https://medlineplus.gov/ency/article/000703.htm
A52.7,Other symptomatic late syphilis,https://www.cdc.gov/std/syphilis/stdfact-syphilis.htm
A52.8,"Late syphilis, latent",https://www.webmd.com/sexual-conditions/types-stages-syphilis
